Title,Price_GBP,Rating,Availability,Subcategory,URL
Eragon (The Inheritance Cycle #1),Â43.87,3,In stock,Fantasy,http://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Darkfever (Fever #1),Â56.02,1,In stock,Fantasy,http://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Ash,Â22.06,4,In stock,Fantasy,http://books.toscrape.com/catalogue/ash_123/index.html
A Storm of Swords (A Song of Ice and Fire #3),Â31.22,2,In stock,Fantasy,http://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
Vampire Girl (Vampire Girl #1),Â53.82,2,In stock,Fantasy,http://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
The Silent Twin (Detective Jennifer Knight #3),Â36.25,3,In stock,Fantasy,http://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
The Mirror & the Maze (The Wrath and the Dawn #1.5),Â29.38,1,In stock,Fantasy,http://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
Sister Sable (The Mad Queen #1),Â13.33,3,In stock,Fantasy,http://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
Shadow Rites (Jane Yellowrock #10),Â21.72,4,In stock,Fantasy,http://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
Origins (Alphas 0.5),Â28.99,1,In stock,Fantasy,http://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
One Second (Seven #7),Â52.94,2,In stock,Fantasy,http://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
Myriad (Prentor #1),Â58.75,4,In stock,Fantasy,http://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
Without Borders (Wanderlove #1),Â45.07,2,In stock,New Adult,http://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
The Mistake (Off-Campus #2),Â43.29,3,In stock,New Adult,http://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),Â55.85,1,In stock,New Adult,http://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Hook Up (Game On #1),Â36.29,5,In stock,New Adult,http://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
Shameless,Â58.35,3,In stock,New Adult,http://books.toscrape.com/catalogue/shameless_52/index.html
Off Sides (Off #1),Â39.45,5,In stock,New Adult,http://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
The Requiem Red,Â22.65,1,In stock,Young Adult,http://books.toscrape.com/catalogue/the-requiem-red_995/index.html
Set Me Free,Â17.46,5,In stock,Young Adult,http://books.toscrape.com/catalogue/set-me-free_988/index.html
The Natural History of Us (The Fine Art of Pretending #2),Â45.22,3,In stock,Young Adult,http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
Obsidian (Lux #1),Â14.86,2,In stock,Young Adult,http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
Burning,Â28.81,3,In stock,Young Adult,http://books.toscrape.com/catalogue/burning_884/index.html
A Fierce and Subtle Poison,Â28.13,4,In stock,Young Adult,http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
Scarlett Epstein Hates It Here,Â43.55,5,In stock,Young Adult,http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
"Nightingale, Sing",Â38.28,1,In stock,Young Adult,http://books.toscrape.com/catalogue/nightingale-sing_823/index.html
Library of Souls (Miss Peregrineâs Peculiar Children #3),Â48.56,5,In stock,Young Adult,http://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
Frostbite (Vampire Academy #2),Â29.99,5,In stock,Young Adult,http://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
Wild Swans,Â14.36,2,In stock,Young Adult,http://books.toscrape.com/catalogue/wild-swans_782/index.html
Until Friday Night (The Field Party #1),Â46.31,2,In stock,Young Adult,http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
This Is Where It Ends,Â27.12,2,In stock,Young Adult,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
The Darkest Lie,Â35.35,5,In stock,Young Adult,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
My Kind of Crazy,Â40.36,1,In stock,Young Adult,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Don't Get Caught,Â55.35,1,In stock,Young Adult,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Catching Jordan (Hundred Oaks),Â50.83,3,In stock,Young Adult,http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Â58.14,4,In stock,Young Adult,http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
The Epidemic (The Program 0.6),Â14.44,5,In stock,Young Adult,http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
Stars Above (The Lunar Chronicles #4.5),Â48.05,2,In stock,Young Adult,http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
No Love Allowed (Dodge Cove #1),Â54.65,4,In stock,Young Adult,http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
"Exit, Pursued by a Bear",Â51.34,4,In stock,Young Adult,http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
The Alien Club,Â54.40,1,In stock,Young Adult,http://books.toscrape.com/catalogue/the-alien-club_569/index.html
Don't Forget Steven,Â33.23,1,In stock,Young Adult,http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
South of Sunshine,Â28.93,1,In stock,Young Adult,http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
My Life Next Door (My Life Next Door ),Â36.39,5,In stock,Young Adult,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
Future Shock (Future Shock #1),Â55.65,5,In stock,Young Adult,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Nightstruck: A Novel,Â50.35,4,In stock,Young Adult,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
Tell the Wolves I'm Home,Â50.96,2,In stock,Young Adult,http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Â47.31,4,In stock,Young Adult,http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Where She Went (If I Stay #2),Â41.73,4,In stock,Young Adult,http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
Two Summers,Â14.64,1,In stock,Young Adult,http://books.toscrape.com/catalogue/two-summers_415/index.html
The Darkest Corners,Â11.33,5,In stock,Young Adult,http://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
Tell Me Three Things,Â41.81,1,In stock,Young Adult,http://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),Â23.63,4,In stock,Young Adult,http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
Kill the Boy Band,Â15.52,5,In stock,Young Adult,http://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
Isla and the Happily Ever After (Anna and the French Kiss #3),Â48.13,5,In stock,Young Adult,http://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
An Abundance of Katherines,Â10.00,5,In stock,Young Adult,http://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Â24.17,4,In stock,Young Adult,http://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
Walk the Edge (Thunder Road #2),Â32.36,3,In stock,Young Adult,http://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
Two Boys Kissing,Â32.74,2,In stock,Young Adult,http://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
The New Guy (and Other Senior Year Distractions),Â44.92,3,In stock,Young Adult,http://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
"The Land of 10,000 Madonnas",Â29.64,4,In stock,Young Adult,http://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
Scarlet (The Lunar Chronicles #2),Â14.57,4,In stock,Young Adult,http://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
Legend (Legend #1),Â43.69,4,In stock,Young Adult,http://books.toscrape.com/catalogue/legend-legend-1_184/index.html
Lady Renegades (Rebel Belle #3),Â53.04,5,In stock,Young Adult,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
Golden (Heart of Dread #3),Â42.21,4,In stock,Young Adult,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
Cinder (The Lunar Chronicles #1),Â26.09,1,In stock,Young Adult,http://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
Boy Meets Boy,Â21.12,3,In stock,Young Adult,http://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
Annie on My Mind,Â36.83,5,In stock,Young Adult,http://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
New Moon (Twilight #2),Â12.86,4,In stock,Young Adult,http://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
Girl Online On Tour (Girl Online #2),Â53.47,1,In stock,Young Adult,http://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
The Haters,Â27.89,5,In stock,Young Adult,http://books.toscrape.com/catalogue/the-haters_67/index.html
The Art of Not Breathing,Â40.83,4,In stock,Young Adult,http://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Â42.96,4,In stock,Science,http://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Â57.36,5,In stock,Science,http://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Â44.74,4,In stock,Science,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,Â37.55,1,In stock,Science,http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Â55.91,1,In stock,Science,http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Â28.41,1,In stock,Science,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
The Origin of Species,Â10.01,4,In stock,Science,http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Grand Design,Â13.76,3,In stock,Science,http://books.toscrape.com/catalogue/the-grand-design_405/index.html
Peak: Secrets from the New Science of Expertise,Â16.28,2,In stock,Science,http://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Â13.03,4,In stock,Science,http://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Â57.35,5,In stock,Science,http://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Â25.83,2,In stock,Science,http://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
Seven Brief Lessons on Physics,Â30.60,4,In stock,Science,http://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
The Selfish Gene,Â29.45,1,In stock,Science,http://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
A Light in the Attic,Â51.77,3,In stock,Poetry,http://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
The Black Maria,Â52.15,1,In stock,Poetry,http://books.toscrape.com/catalogue/the-black-maria_991/index.html
Shakespeare's Sonnets,Â20.66,4,In stock,Poetry,http://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
Olio,Â23.88,1,In stock,Poetry,http://books.toscrape.com/catalogue/olio_984/index.html
You can't bury them all: Poems,Â33.63,2,In stock,Poetry,http://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
Slow States of Collapse: Poems,Â57.31,3,In stock,Poetry,http://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
Untitled Collection: Sabbath Poems 2014,Â14.27,4,In stock,Poetry,http://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
Poems That Make Grown Women Cry,Â14.19,4,In stock,Poetry,http://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
Night Sky with Exit Wounds,Â41.05,1,In stock,Poetry,http://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
salt.,Â46.78,4,In stock,Poetry,http://books.toscrape.com/catalogue/salt_731/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Â50.89,5,In stock,Poetry,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Out of Print: City Lights Spotlight No. 14,Â53.64,5,In stock,Poetry,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
Les Fleurs du Mal,Â29.04,5,In stock,Poetry,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
Howl and Other Poems,Â40.45,2,In stock,Poetry,http://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
Leave This Song Behind: Teen Poetry at Its Best,Â51.17,5,In stock,Poetry,http://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Â15.42,5,In stock,Poetry,http://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Crossover,Â38.77,4,In stock,Poetry,http://books.toscrape.com/catalogue/the-crossover_398/index.html
Booked,Â17.49,5,In stock,Poetry,http://books.toscrape.com/catalogue/booked_365/index.html
Twenty Love Poems and a Song of Despair,Â30.95,4,In stock,Poetry,http://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Â15.40,1,In stock,Paranormal,http://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
Wall and Piece,Â44.18,4,In stock,Art,http://books.toscrape.com/catalogue/wall-and-piece_971/index.html
Feathers: Displays of Brilliant Plumage,Â49.05,3,In stock,Art,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Â48.63,4,In stock,Art,http://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
The New Drawing on the Right Side of the Brain,Â43.02,3,In stock,Art,http://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
History of Beauty,Â10.29,4,In stock,Art,http://books.toscrape.com/catalogue/history-of-beauty_521/index.html
The Story of Art,Â41.14,4,In stock,Art,http://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Art Book,Â32.34,2,In stock,Art,http://books.toscrape.com/catalogue/the-art-book_490/index.html
Ways of Seeing,Â39.51,5,In stock,Art,http://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,Â10.40,1,In stock,Psychology,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Golden Condom: And Other Essays on Love Lost and Found,Â39.43,1,In stock,Psychology,http://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â56.27,3,In stock,Psychology,http://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
An Unquiet Mind: A Memoir of Moods and Madness,Â21.30,3,In stock,Psychology,http://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
"Thinking, Fast and Slow",Â21.14,1,In stock,Psychology,http://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
Civilization and Its Discontents,Â59.95,2,In stock,Psychology,http://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
8 Keys to Mental Health Through Exercise,Â31.04,1,In stock,Psychology,http://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
The Argonauts,Â10.93,2,In stock,Autobiography,http://books.toscrape.com/catalogue/the-argonauts_837/index.html
M Train,Â27.18,1,In stock,Autobiography,http://books.toscrape.com/catalogue/m-train_598/index.html
Lab Girl,Â40.85,1,In stock,Autobiography,http://books.toscrape.com/catalogue/lab-girl_595/index.html
Approval Junkie: Adventures in Caring Too Much,Â58.81,5,In stock,Autobiography,http://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
Running with Scissors,Â12.91,4,In stock,Autobiography,http://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Me Talk Pretty One Day,Â57.60,2,In stock,Autobiography,http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Lust & Wonder,Â11.87,2,In stock,Autobiography,http://books.toscrape.com/catalogue/lust-wonder_191/index.html
Life Without a Recipe,Â59.04,5,In stock,Autobiography,http://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
A Heartbreaking Work of Staggering Genius,Â54.29,5,In stock,Autobiography,http://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Â37.35,2,In stock,Parenting,http://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
Fifty Shades Freed (Fifty Shades #3),Â15.36,5,In stock,Adult Fiction,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
The Long Haul (Diary of a Wimpy Kid #9),Â44.07,1,In stock,Humor,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
Old School (Diary of a Wimpy Kid #10),Â11.83,5,In stock,Humor,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Â25.98,4,In stock,Humor,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Â14.75,5,In stock,Humor,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
Dress Your Family in Corduroy and Denim,Â43.68,3,In stock,Humor,http://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
Toddlers Are A**holes: It's Not Your Fault,Â25.55,1,In stock,Humor,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
When You Are Engulfed in Flames,Â30.89,5,In stock,Humor,http://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
Naked,Â31.69,3,In stock,Humor,http://books.toscrape.com/catalogue/naked_197/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Â55.50,5,In stock,Humor,http://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
Holidays on Ice,Â51.07,2,In stock,Humor,http://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
Security,Â39.25,2,In stock,Horror,http://books.toscrape.com/catalogue/security_925/index.html
Follow You Home,Â21.36,1,In stock,Horror,http://books.toscrape.com/catalogue/follow-you-home_809/index.html
The Loney,Â23.40,1,In stock,Horror,http://books.toscrape.com/catalogue/the-loney_756/index.html
Pet Sematary,Â10.56,3,In stock,Horror,http://books.toscrape.com/catalogue/pet-sematary_726/index.html
Doctor Sleep (The Shining #2),Â40.12,2,In stock,Horror,http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Psycho: Sanitarium (Psycho #1.5),Â36.97,5,In stock,Horror,http://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),Â48.64,1,In stock,Horror,http://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
Red Dragon (Hannibal Lecter #1),Â23.37,3,In stock,Horror,http://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Dracula the Un-Dead,Â35.63,5,In stock,Horror,http://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
Night Shift (Night Shift #1-20),Â12.75,4,In stock,Horror,http://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
Needful Things,Â47.51,4,In stock,Horror,http://books.toscrape.com/catalogue/needful-things_334/index.html
Misery,Â34.79,2,In stock,Horror,http://books.toscrape.com/catalogue/misery_332/index.html
It,Â25.01,3,In stock,Horror,http://books.toscrape.com/catalogue/it_330/index.html
'Salem's Lot,Â49.56,4,In stock,Horror,http://books.toscrape.com/catalogue/salems-lot_309/index.html
The Stand,Â57.86,2,In stock,Horror,http://books.toscrape.com/catalogue/the-stand_282/index.html
The Girl with All the Gifts,Â49.47,3,In stock,Horror,http://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
House of Leaves,Â54.89,1,In stock,Horror,http://books.toscrape.com/catalogue/house-of-leaves_169/index.html
Sapiens: A Brief History of Humankind,Â54.23,5,In stock,History,http://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Â25.52,1,In stock,History,http://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,Â19.73,1,In stock,History,http://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Â36.28,2,In stock,History,http://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Â59.64,1,In stock,History,http://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Zealot: The Life and Times of Jesus of Nazareth,Â24.70,3,In stock,History,http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
A Distant Mirror: The Calamitous 14th Century,Â14.58,3,In stock,History,http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
1491: New Revelations of the Americas Before Columbus,Â21.80,3,In stock,History,http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
Brilliant Beacons: A History of the American Lighthouse,Â11.45,3,In stock,History,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Â44.48,5,In stock,History,http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
A Short History of Nearly Everything,Â52.40,5,In stock,History,http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,Â39.67,2,In stock,History,http://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
Catherine the Great: Portrait of a Woman,Â58.55,4,In stock,History,http://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Â42.91,5,In stock,History,http://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Hiding Place,Â55.91,4,In stock,History,http://books.toscrape.com/catalogue/the-hiding-place_406/index.html
America's War for the Greater Middle East: A Military History,Â51.22,2,In stock,History,http://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
The Guns of August,Â14.54,2,In stock,History,http://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Â43.70,2,In stock,History,http://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Â30.52,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Â56.41,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
My Paris Kitchen: Recipes and Stories,Â33.37,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Â14.02,4,In stock,Food and Drink,http://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",Â40.11,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Â37.34,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Â37.60,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Â41.25,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
